name,image,rating,ratings_count,genres,platforms,tags,features
Estranged: The Departure,https://media.rawg.io/media/screenshots/2d7/2d7919cd02bc5023c3a5c5bcdbfcbb3d.jpg,2.63,80,Action|Shooter|Adventure|Casual|Indie,Nintendo Switch|PC|Linux|macOS,Singleplayer|Full controller support|First-Person|Horror|FPS|Action-Adventure|Early Access|Zombies|3D|Physics|Narrative|Unreal Engine,action shooter adventure casual indie nintendo_switch pc linux macos singleplayer full_controller_support first-person horror fps action-adventure early_access zombies 3d physics narrative unreal_engine
Peaky Blinders: Mastermind,https://media.rawg.io/media/games/59d/59d539fc7d8086ed9ea4f077c0196367.jpg,2.76,33,Adventure|Strategy|Indie|Puzzle,PC|Xbox One|Nintendo Switch|PlayStation 4,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Violent|Crime|Top-Down|Detective|Time Manipulation|Remote Play on TV|Time Management|indie-game|tv-series|strategy-action|strategy-puzzle|noire,adventure strategy indie puzzle pc xbox_one nintendo_switch playstation_4 singleplayer steam_achievements full_controller_support steam_cloud violent crime top-down detective time_manipulation remote_play_on_tv time_management indie-game tv-series strategy-action strategy-puzzle noire
The Textorcist: The Story of Ray Bibbia,https://media.rawg.io/media/screenshots/262/2623a3e832b3cb31186f3d59ea59983f.jpg,3.58,30,Action|Indie,macOS|PC,Singleplayer|2D|Pixel Graphics|Retro|Bullet Hell|Typing,action indie macos pc singleplayer 2d pixel_graphics retro bullet_hell typing
Worms Clan Wars,https://media.rawg.io/media/screenshots/4b2/4b23b6af1a20c2fe6f4a353fe4f4fcc0.jpg,3.0,71,Strategy,macOS|PC|Linux,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|2D|Partial Controller Support|Funny|Steam Leaderboards|Comedy|Split Screen|Local Co-Op|Steam Workshop|Includes level editor|Turn-Based|2.5D,strategy macos pc linux singleplayer steam_achievements multiplayer steam_cloud steam-trading-cards 2d partial_controller_support funny steam_leaderboards comedy split_screen local_co-op steam_workshop includes_level_editor turn-based 2.5d
AirMech,https://media.rawg.io/media/screenshots/713/71368ff253871f4453a8aa90f86ed262.jpg,2.85,92,Action|Strategy|Indie,PC,Singleplayer|Steam Achievements|Multiplayer|steam-trading-cards|RPG|Co-op|cooperative|Sci-fi|Partial Controller Support|Online Co-Op|Steam Leaderboards|Free to Play|Online multiplayer|Early Access|stats|PvP|RTS|Fast-Paced|Robots|online|MOBA|Mechs|f2p,action strategy indie pc singleplayer steam_achievements multiplayer steam-trading-cards rpg co-op cooperative sci-fi partial_controller_support online_co-op steam_leaderboards free_to_play online_multiplayer early_access stats pvp rts fast-paced robots online moba mechs f2p
Marvel vs. Capcom: Infinite,https://media.rawg.io/media/games/725/725131e129692ec32ed62e9e405f5f4c.jpg,2.99,165,Action|Fighting,Xbox One|PlayStation 4|PC,Singleplayer|Multiplayer|Online multiplayer|Anime|Competitive|Comic Book|Superhero|Heist|2D Fighter,action fighting xbox_one playstation_4 pc singleplayer multiplayer online_multiplayer anime competitive comic_book superhero heist 2d_fighter
Hacker Evolution Duality,https://media.rawg.io/media/screenshots/cb8/cb85f1e95c52b28bc9dfcc09eac9a310.jpg,2.17,41,Indie,PC|Linux|macOS,Singleplayer|Steam Achievements|Steam Leaderboards|stats|Hacking,indie pc linux macos singleplayer steam_achievements steam_leaderboards stats hacking
Carmageddon TDR 2000,https://media.rawg.io/media/screenshots/29c/29c59b270312fed1db084d776b2b35d9.jpg,3.28,156,Action|Racing|Indie,PC,Singleplayer|Multiplayer|Gore,action racing indie pc singleplayer multiplayer gore
Silent Hill Homecoming,https://media.rawg.io/media/games/d85/d8542d232461bc856277378b32345bc8.jpg,3.22,255,Action|Adventure,PlayStation 3|PC|Xbox 360,Singleplayer|Atmospheric|Great Soundtrack|Story Rich|Third Person|Horror|Survival|Survival Horror,action adventure playstation_3 pc xbox_360 singleplayer atmospheric great_soundtrack story_rich third_person horror survival survival_horror
Yuppie Psycho,https://media.rawg.io/media/games/cd1/cd184ffdfb0c9700c371bea069c52b8e.jpg,4.3,113,Action|Adventure|Indie,Nintendo Switch|PC|Xbox One|Xbox Series S/X|PlayStation 4,Singleplayer|Full controller support|Atmospheric|Story Rich|2D|Horror|Gore|Violent|Stealth|Pixel Graphics|Anime|Survival Horror|Mystery|Top-Down|Dystopian|Surreal|Demons,action adventure indie nintendo_switch pc xbox_one xbox_series_s/x playstation_4 singleplayer full_controller_support atmospheric story_rich 2d horror gore violent stealth pixel_graphics anime survival_horror mystery top-down dystopian surreal demons
Strike Suit Zero,https://media.rawg.io/media/screenshots/bc7/bc7213e54142ad1b902978395182de02.jpg,2.89,53,Action|Simulation|Indie,PC|macOS|Linux|Android|Xbox One,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Third Person|Sci-fi|Partial Controller Support|Steam Leaderboards|Third-Person Shooter|Steam Workshop|Anime|Space|Includes level editor|Robots|Kickstarter|Mechs|Flight|Space Sim,action simulation indie pc macos linux android xbox_one singleplayer steam_achievements full_controller_support steam_cloud steam-trading-cards great_soundtrack third_person sci-fi partial_controller_support steam_leaderboards third-person_shooter steam_workshop anime space includes_level_editor robots kickstarter mechs flight space_sim
The First Tree,https://media.rawg.io/media/screenshots/b02/b02c8f7cc53dfa98a35552916c02fe6e.jpg,3.12,118,Adventure|Indie,PlayStation 4|Linux|macOS|PC|iOS|Android|Xbox One|Nintendo Switch,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Exploration|Short|Colorful|Walking Simulator|Surreal|nature|Other|artgame|Low-poly|memoir,adventure indie playstation_4 linux macos pc ios android xbox_one nintendo_switch singleplayer steam_achievements full_controller_support steam_cloud atmospheric steam-trading-cards great_soundtrack story_rich third_person exploration short colorful walking_simulator surreal nature other artgame low-poly memoir
Town of Salem,https://media.rawg.io/media/screenshots/7ad/7ad89835bf24aa24ce2b1dcad2a3833b.jpg,3.54,120,RPG|Strategy|Indie,Web|PC|macOS,Steam Achievements|Multiplayer|Great Soundtrack|RPG|Co-op|cooperative|2D|Horror|Funny|Survival|Comedy|Tactical|Cross-Platform Multiplayer|Family Friendly|Mystery|Memes|Board Game|Werewolves,rpg strategy indie web pc macos steam_achievements multiplayer great_soundtrack rpg co-op cooperative 2d horror funny survival comedy tactical cross-platform_multiplayer family_friendly mystery memes board_game werewolves
Sniper Elite 5,https://media.rawg.io/media/games/3e0/3e09bb71ce82dad515df4982a2466e67.jpg,3.8,113,Action|Shooter|Adventure,PC|Xbox One|PlayStation 4|Xbox Series S/X|PlayStation 5,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|Open World|cooperative|Third Person|Online Co-Op|Gore|Violent|Stealth|Action-Adventure|Third-Person Shooter|PvP|Cross-Platform Multiplayer|In-App Purchases|Online PvP|3rd-Person Perspective|World War II|Sniper|x-ray,action shooter adventure pc xbox_one playstation_4 xbox_series_s/x playstation_5 singleplayer steam_achievements multiplayer full_controller_support steam_cloud co-op open_world cooperative third_person online_co-op gore violent stealth action-adventure third-person_shooter pvp cross-platform_multiplayer in-app_purchases online_pvp 3rd-person_perspective world_war_ii sniper x-ray
Blade Symphony,https://media.rawg.io/media/screenshots/4e5/4e5e71d53468bcf5d6686c46fec95d78.jpg,2.87,85,Fighting|Indie,PC,Multiplayer|Co-op|PvP|Hack and Slash|Level Editor|Swordplay,fighting indie pc multiplayer co-op pvp hack_and_slash level_editor swordplay
The Way of Life Free Edition,https://media.rawg.io/media/screenshots/f49/f49ac6e2fdba7c3b04628ee259853ac7.jpg,2.3,62,Indie,macOS|PC|Linux,Singleplayer|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Story Rich|Open World|First-Person|Funny|Survival|Free to Play|Family Friendly|Short|VR|Walking Simulator|Illuminati,indie macos pc linux singleplayer multiplayer full_controller_support atmospheric great_soundtrack story_rich open_world first-person funny survival free_to_play family_friendly short vr walking_simulator illuminati
Last Man Standing,https://media.rawg.io/media/screenshots/ba4/ba447d6bf41e1a638f850f2149eaaa6c.jpg,2.15,114,Action|Adventure|Strategy|Casual|Massively Multiplayer|Indie,PC,Singleplayer|Multiplayer|Co-op|Open World|cooperative|First-Person|Third Person|FPS|Funny|Exploration|Survival|Violent|Free to Play|Online multiplayer|Third-Person Shooter|Early Access|PvP|Zombies|Physics|mmo|2.5D|Runner|Foreign,action adventure strategy casual massively_multiplayer indie pc singleplayer multiplayer co-op open_world cooperative first-person third_person fps funny exploration survival violent free_to_play online_multiplayer third-person_shooter early_access pvp zombies physics mmo 2.5d runner foreign
"The Haunted Island, a Frog Detective Game",https://media.rawg.io/media/screenshots/d3c/d3c1a4036f6d1dc8e5208fb046a9ac5a.jpg,3.74,79,Adventure|Indie,PC|macOS,Singleplayer|Funny|Mystery|Detective|Masterpiece|Spooky|Frogs,adventure indie pc macos singleplayer funny mystery detective masterpiece spooky frogs
X3: Terran Conflict,https://media.rawg.io/media/screenshots/7fd/7fd4b29fa06a34e2ebda37283265faeb.jpg,3.52,63,Action|Strategy|Simulation,macOS|PC|Linux,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Open World|Sci-fi|Sandbox|Space|Moddable|Captions available|Economy|4X|Flight|Trading|Space Sim|Capitalism,action strategy simulation macos pc linux singleplayer steam_achievements full_controller_support steam_cloud atmospheric great_soundtrack open_world sci-fi sandbox space moddable captions_available economy 4x flight trading space_sim capitalism
SPORE Creepy & Cute Parts Pack,https://media.rawg.io/media/screenshots/ca7/ca7fd185a38cf0247e28c94b1f94fb61.jpg,3.61,119,Simulation,PC,Singleplayer|Open World|Sci-fi|Funny|Sandbox|Cute|Aliens|God Game,simulation pc singleplayer open_world sci-fi funny sandbox cute aliens god_game
Red Orchestra: Ostfront 41-45,https://media.rawg.io/media/screenshots/6b9/6b999cc618df4cf5924537e95ea30090.jpg,3.0,55,Action,PC|Linux|macOS,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|FPS|Classic|Tactical|War|Realistic|Historical|Team-Based|Military|Valve Anti-Cheat enabled|World War II,action pc linux macos singleplayer steam_achievements multiplayer atmospheric fps classic tactical war realistic historical team-based military valve_anti-cheat_enabled world_war_ii
Homeworld: Deserts of Kharak,https://media.rawg.io/media/games/4e1/4e12434f082fc8f2b965a4c950b8836e.jpg,3.82,100,Strategy,macOS|PC,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Co-op|Story Rich|cooperative|Sci-fi|Horror|Steam Leaderboards|Female Protagonist|stats|Space|Futuristic|RTS,strategy macos pc singleplayer steam_achievements multiplayer steam_cloud atmospheric steam-trading-cards great_soundtrack co-op story_rich cooperative sci-fi horror steam_leaderboards female_protagonist stats space futuristic rts
The 39 Steps,https://media.rawg.io/media/screenshots/6ef/6ef29fa65f8e13a67cc3f2c78215a068.jpg,2.37,49,Adventure|Casual|Indie,Linux|PC|macOS,Singleplayer|Steam Achievements|steam-trading-cards|Story Rich|Horror|Point & Click|Narration|Interactive Fiction|Thriller|Based On A Novel,adventure casual indie linux pc macos singleplayer steam_achievements steam-trading-cards story_rich horror point_&_click narration interactive_fiction thriller based_on_a_novel
Offspring Fling!,https://media.rawg.io/media/screenshots/dd5/dd5264ce0b5c7dc464f923b2f85c9091.jpg,2.5,44,Adventure|Indie,macOS|PC,Singleplayer|Steam Achievements|steam-trading-cards|2D|Partial Controller Support|Female Protagonist|Pixel Graphics|Retro|Family Friendly|Cute|Puzzle-Platformer|Time Attack,adventure indie macos pc singleplayer steam_achievements steam-trading-cards 2d partial_controller_support female_protagonist pixel_graphics retro family_friendly cute puzzle-platformer time_attack
GRAV,https://media.rawg.io/media/screenshots/74c/74cee7e8901db389e699454964207719.jpg,2.35,49,Action|Adventure|RPG|Indie,PC,Singleplayer|Multiplayer|RPG|Co-op|Open World|cooperative|Third Person|Sci-fi|Partial Controller Support|Sandbox|Survival|Early Access|Space|Crafting|Futuristic|Base Building|Procedural Generation,action adventure rpg indie pc singleplayer multiplayer rpg co-op open_world cooperative third_person sci-fi partial_controller_support sandbox survival early_access space crafting futuristic base_building procedural_generation
Chivalry 2,https://media.rawg.io/media/screenshots/d3e/d3ed3ab5f11f8f6294dd561c16dccdf8.jpg,3.76,95,Action|Fighting,PC|Xbox One|PlayStation 4|Xbox Series S/X|PlayStation 5,Steam Achievements|Multiplayer|Atmospheric|First-Person|Third Person|Partial Controller Support|FPS|Gore|Comedy|Tactical|PvP|Cross-Platform Multiplayer|Hack and Slash|War|In-App Purchases|Character Customization|3D|Historical|combat|Medieval|Military|Online PvP|Steam Trading Cards|Swordplay|Wargame|3D Fighter|3D-файтинг,action fighting pc xbox_one playstation_4 xbox_series_s/x playstation_5 steam_achievements multiplayer atmospheric first-person third_person partial_controller_support fps gore comedy tactical pvp cross-platform_multiplayer hack_and_slash war in-app_purchases character_customization 3d historical combat medieval military online_pvp steam_trading_cards swordplay wargame 3d_fighter 3d-файтинг
KINGDOM HEARTS HD 1.5 +2.5 ReMIX,https://media.rawg.io/media/games/c97/c970331a996c14ff50077bd00f9fd3b1.jpg,4.35,179,Action|RPG,PC|PlayStation 4|Xbox One,Dark|online|collection|square,action rpg pc playstation_4 xbox_one dark online collection square
Chrono Trigger,https://media.rawg.io/media/games/ae4/ae404f4e0f504131199703c09111bb78.jpg,4.32,488,RPG,SNES|Android|Wii|PC|iOS|Nintendo DS,Singleplayer|Multiplayer|role-playing|JRPG,rpg snes android wii pc ios nintendo_ds singleplayer multiplayer role-playing jrpg
Nickelodeon All-Star Brawl,https://media.rawg.io/media/games/a53/a53575214f12dadb9f6d7dca9b24cda4.jpg,2.86,53,Action|Fighting,Xbox One|PlayStation 4|Xbox Series S/X|PlayStation 5|Nintendo Switch|PC,Singleplayer|Steam Achievements|Multiplayer|Full controller support|2D|Funny|Comedy|Split Screen|PvP|Family Friendly|combat|Beat 'em up|Online PvP|1990's|PvE|Cartoony|Cartoon|2D Fighter|Remote Play Together|2D Platformer|2D-платформер|cats|Shared/Split Screen PvP|2D-файтинг|Dog|esports|Котики,action fighting xbox_one playstation_4 xbox_series_s/x playstation_5 nintendo_switch pc singleplayer steam_achievements multiplayer full_controller_support 2d funny comedy split_screen pvp family_friendly combat beat_'em_up online_pvp 1990's pve cartoony cartoon 2d_fighter remote_play_together 2d_platformer 2d-платформер cats shared/split_screen_pvp 2d-файтинг dog esports котики
Dead Rising 3,https://media.rawg.io/media/games/d0d/d0dc606686338de79d9cbb418adb74bf.jpg,3.4,171,Action,PC|Xbox One,Zombies|combat|Story|city|escape|virus,action pc xbox_one zombies combat story city escape virus
Ionball 2: Ionstorm,https://media.rawg.io/media/screenshots/da6/da6383e05fff7ee4ca44caf173a21201.jpg,1.91,35,Action|Casual,PC,Singleplayer|steam-trading-cards|Steam Leaderboards,action casual pc singleplayer steam-trading-cards steam_leaderboards
Pumpkin Jack,https://media.rawg.io/media/screenshots/b3b/b3bf532ebe510c5db85e5914009bdaaa.jpg,3.69,56,Action|Adventure|Indie,PlayStation 4|Nintendo Switch|PC|PlayStation 5|Xbox Series S/X|Xbox One,Singleplayer|Steam Achievements|Full controller support|Dark|3D Platformer|Monsters|night|Endless|avoid|Halloween,action adventure indie playstation_4 nintendo_switch pc playstation_5 xbox_series_s/x xbox_one singleplayer steam_achievements full_controller_support dark 3d_platformer monsters night endless avoid halloween
Medal of Honor: Airborne,https://media.rawg.io/media/games/0d4/0d4508d6383dd6c63256b41f0aa35e6b.jpg,3.69,286,Shooter,PlayStation 3|PC|Xbox One|Xbox 360,Singleplayer|Multiplayer|Atmospheric|Open World|First-Person|FPS|Classic|War|Historical|Military|World War II,shooter playstation_3 pc xbox_one xbox_360 singleplayer multiplayer atmospheric open_world first-person fps classic war historical military world_war_ii
